group	x	y	showSelected1
1	25480	24	108
1	25480	24	90
1	25480	24	59
1	25480	24	552
2	25530	24	108
2	25530	24	59
2	25530	24	503
2	25530	24	552
2	25530	24	58
2	25530	24	843
3	25530	74	108
3	25530	74	504
3	25530	74	503
6	25580	74	504
6	25580	74	202
6	25580	74	108
6	25580	74	503
6	25580	74	904
6	25580	74	100
6	25580	74	77
5	25580	124	504
5	25580	124	904
5	25580	124	848
5	25580	124	202
5	25580	124	100
8	25630	124	848
8	25630	124	100
8	25630	124	286
8	25630	124	892
8	25630	124	904
8	25630	124	655
9	25630	174	100
9	25630	174	286
9	25630	174	892
9	25630	174	349
13	25680	174	349
13	25680	174	62
13	25680	174	892
13	25680	174	267
14	25680	224	349
14	25680	224	62
14	25680	224	279
19	25730	224	279
19	25730	224	558
19	25730	224	62
19	25730	224	178
19	25730	224	816
20	25730	274	279
20	25730	274	558
20	25730	274	17
20	25730	274	347
26	25780	274	17
26	25780	274	347
26	25780	274	279
26	25780	274	39
26	25780	274	62
27	25780	324	17
27	25780	324	39
34	25830	324	39
34	25830	324	530
34	25830	324	79
34	25830	324	17
34	25830	324	631
35	25830	374	39
35	25830	374	530
35	25830	374	462
35	25830	374	447
35	25830	374	79
43	25880	374	447
43	25880	374	462
43	25880	374	79
43	25880	374	172
44	25880	424	447
44	25880	424	149
44	25880	424	462
53	25930	424	149
53	25930	424	447
53	25930	424	462
53	25930	424	189
53	25930	424	172
53	25930	424	213
54	25930	474	149
54	25930	474	489
54	25930	474	189
64	25980	474	489
64	25980	474	189
64	25980	474	149
64	25980	474	734
64	25980	474	617
66	25980	524	489
66	25980	524	189
66	25980	524	24
77	26030	524	24
77	26030	524	707
77	26030	524	390
77	26030	524	15
77	26030	524	189
77	26030	524	280
78	26030	574	24
78	26030	574	707
78	26030	574	115
78	26030	574	592
78	26030	574	15
90	26080	574	24
90	26080	574	115
90	26080	574	264
90	26080	574	931
90	26080	574	15
90	26080	574	96
90	26080	574	831
91	26080	624	24
91	26080	624	264
91	26080	624	397
91	26080	624	96
104	26130	624	24
104	26130	624	793
104	26130	624	714
104	26130	624	397
104	26130	624	96
104	26130	624	264
104	26130	624	115
105	26130	674	793
105	26130	674	714
105	26130	674	387
105	26130	674	144
105	26130	674	397
119	26180	674	387
119	26180	674	144
119	26180	674	56
119	26180	674	793
119	26180	674	397
119	26180	674	584
119	26180	674	784
119	26180	674	195
120	26180	724	387
120	26180	724	56
120	26180	724	584
120	26180	724	144
135	26230	724	56
135	26230	724	482
135	26230	724	219
135	26230	724	85
136	26230	774	56
136	26230	774	482
136	26230	774	85
152	26280	774	85
152	26280	774	330
152	26280	774	438
152	26280	774	352
153	26280	824	330
153	26280	824	85
153	26280	824	438
153	26280	824	305
170	26330	824	85
170	26330	824	607
170	26330	824	305
170	26330	824	9
170	26330	824	338
171	26330	874	85
171	26330	874	209
171	26330	874	607
171	26330	874	9
171	26330	874	338
189	26380	874	209
189	26380	874	901
189	26380	874	9
189	26380	874	82
189	26380	874	338
190	26380	924	209
190	26380	924	637
190	26380	924	82
190	26380	924	901
209	26430	924	82
209	26430	924	209
209	26430	924	637
209	26430	924	799
209	26430	924	732
209	26430	924	27
210	26430	974	82
210	26430	974	551
210	26430	974	799
210	26430	974	400
210	26430	974	801
231	26480	974	551
231	26480	974	400
231	26480	974	801
231	26480	974	799
231	26480	974	35
231	26480	974	82
231	26480	974	475
231	26480	974	181
231	26480	974	281
213	26480	1024	551
213	26480	1024	35
213	26480	1024	117
213	26480	1024	632
213	26480	1024	400
213	26480	1024	69
234	26530	1024	632
234	26530	1024	69
234	26530	1024	181
234	26530	1024	35
234	26530	1024	308
234	26530	1024	1
234	26530	1024	796
234	26530	1024	711
234	26530	1024	251
235	26530	1074	632
235	26530	1074	181
235	26530	1074	1
235	26530	1074	308
257	26580	1074	1
257	26580	1074	713
257	26580	1074	721
257	26580	1074	308
257	26580	1074	181
257	26580	1074	4
257	26580	1074	134
258	26580	1124	1
258	26580	1124	360
258	26580	1124	4
281	26630	1124	1
281	26630	1124	360
281	26630	1124	392
281	26630	1124	4
282	26630	1174	1
282	26630	1174	392
282	26630	1174	785
306	26680	1174	785
306	26680	1174	878
306	26680	1174	392
306	26680	1174	10
306	26680	1174	1
306	26680	1174	446
306	26680	1174	844
306	26680	1174	157
306	26680	1174	821
307	26680	1224	878
307	26680	1224	10
307	26680	1224	1
4	25580	24	503
4	25580	24	108
4	25580	24	58
4	25580	24	202
4	25580	24	77
4	25580	24	494
4	25580	24	540
4	25580	24	555
4	25580	24	455
4	25580	24	854
12	25680	124	892
12	25680	124	100
12	25680	124	62
12	25680	124	655
12	25680	124	267
12	25680	124	225
25	25780	224	279
25	25780	224	347
25	25780	224	178
25	25780	224	816
25	25780	224	62
25	25780	224	835
42	25880	324	79
42	25880	324	462
42	25880	324	631
42	25880	324	684
42	25880	324	172
42	25880	324	80
42	25880	324	405
42	25880	324	476
63	25980	424	149
63	25980	424	189
63	25980	424	734
63	25980	424	617
63	25980	424	213
63	25980	424	276
89	26080	524	15
89	26080	524	24
89	26080	524	931
89	26080	524	115
89	26080	524	831
89	26080	524	521
89	26080	524	922
89	26080	524	280
118	26180	624	397
118	26180	624	144
118	26180	624	195
118	26180	624	519
118	26180	624	115
118	26180	624	290
118	26180	624	795
151	26280	724	85
151	26280	724	482
151	26280	724	219
151	26280	724	27
151	26280	724	78
151	26280	724	861
188	26380	824	9
188	26380	824	338
188	26380	824	85
188	26380	824	209
188	26380	824	93
188	26380	824	27
230	26480	924	82
230	26480	924	799
230	26480	924	801
230	26480	924	475
230	26480	924	732
230	26480	924	281
230	26480	924	27
230	26480	924	441
256	26580	1024	1
256	26580	1024	308
256	26580	1024	181
256	26580	1024	4
256	26580	1024	796
256	26580	1024	134
256	26580	1024	251
256	26580	1024	498
305	26680	1124	1
305	26680	1124	739
305	26680	1124	821
305	26680	1124	469
305	26680	1124	157
305	26680	1124	446
305	26680	1124	153
10	25630	74	904
10	25630	74	100
10	25630	74	202
10	25630	74	108
10	25630	74	77
10	25630	74	345
10	25630	74	225
10	25630	74	854
18	25730	174	62
18	25730	174	178
18	25730	174	867
33	25830	274	39
33	25830	274	17
33	25830	274	347
33	25830	274	631
33	25830	274	79
33	25830	274	62
33	25830	274	842
33	25830	274	133
52	25930	374	447
52	25930	374	462
52	25930	374	172
52	25930	374	149
52	25930	374	213
52	25930	374	47
52	25930	374	151
52	25930	374	767
75	26030	474	189
75	26030	474	24
75	26030	474	390
75	26030	474	280
75	26030	474	617
75	26030	474	731
103	26130	574	96
103	26130	574	264
103	26130	574	24
103	26130	574	397
103	26130	574	115
103	26130	574	519
103	26130	574	656
103	26130	574	226
134	26230	674	56
134	26230	674	219
134	26230	674	784
134	26230	674	195
134	26230	674	78
169	26330	774	85
169	26330	774	9
169	26330	774	757
169	26330	774	27
169	26330	774	93
208	26430	874	82
208	26430	874	209
208	26430	874	52
208	26430	874	27
253	26530	974	35
253	26530	974	601
253	26530	974	749
253	26530	974	69
253	26530	974	181
253	26530	974	251
253	26530	974	281
253	26530	974	235
253	26530	974	410
280	26630	1074	1
280	26630	1074	4
280	26630	1074	273
280	26630	1074	134
280	26630	1074	109
280	26630	1074	677
331	26730	1174	446
331	26730	1174	157
331	26730	1174	821
331	26730	1174	870
7	25630	24	77
7	25630	24	202
7	25630	24	345
7	25630	24	378
7	25630	24	854
7	25630	24	108
7	25630	24	775
7	25630	24	294
15	25680	74	100
15	25680	74	655
15	25680	74	225
15	25680	74	854
15	25680	74	267
15	25680	74	294
17	25730	124	62
17	25730	124	267
17	25730	124	595
17	25730	124	225
17	25730	124	930
24	25780	174	62
24	25780	174	178
24	25780	174	867
24	25780	174	536
24	25780	174	225
32	25830	224	62
32	25830	224	17
32	25830	224	347
32	25830	224	835
32	25830	224	178
32	25830	224	705
41	25880	274	842
41	25880	274	79
41	25880	274	631
41	25880	274	133
41	25880	274	405
41	25880	274	62
41	25880	274	80
51	25930	324	172
51	25930	324	462
51	25930	324	47
51	25930	324	80
51	25930	324	476
51	25930	324	151
51	25930	324	809
51	25930	324	12
62	25980	374	213
62	25980	374	149
62	25980	374	151
62	25980	374	767
62	25980	374	276
62	25980	374	818
62	25980	374	820
74	26030	424	189
74	26030	424	149
74	26030	424	731
74	26030	424	276
