x	y	clickSelects
0.08686840398732	0.40357987068619	90
-0.05628963974627	-1.26068962171346	90
0.05430870085224	2.03122509788663	90
0.10871221411845	-0.479723130210026	90
0.0502953246209901	0.911696121324372	90
0.01868805819832	1.89386313167735	90
0.01910037833347	2.32348608304709	90
-0.00568564509369995	-1.45809443973634	90
0.10316049633418	-0.791367344456937	90
0.0997204036019901	-2.0016672072632	90
-0.0618245691808299	-0.760504904421651	90
-0.10807977496638	-1.85216762278915	843
0.09505631195062	0.0830779251495386	843
-0.00656953620001999	0.605784657015928	843
0.00953198890649998	0.99280342963926	455
0.0751817585076999	1.42127951625336	455
-0.05273655757951	1.84815577941784	455
0.10225837029772	-0.614875876418633	455
0.0783229416837901	-0.727162296758255	455
0.0119273696517901	2.33999157588043	455
-0.0725607151805601	-2.03932634815275	455
0.0143077166833201	0.465597816688305	621
-0.03376766658687	1.93398239058658	621
0.11836642511089	-2.13332670498325	621
0.02083723814494	-1.94614574134014	14
-0.02185899251712	-0.97802181472295	14
-0.10359601479918	0.19802339837798	14
-0.0460606587549399	1.14230481044448	14
-0.02324961224208	0.8444054481152	14
0.0710796916946601	-1.18268534075864	14
-0.054744646341	-0.382584855385275	14
0.0505766228290701	-1.51451046906611	544
0.0515291057881899	0.482357744757881	544
0.10770801478786	-1.15757386714424	146
-0.08873471459658	0.249663777807513	146
0.11177788416857	-1.46634248115502	146
0.04420478493946	-1.57321534994092	146
-0.11986980439825	-0.122218505846853	146
0.11329577118703	-2.01021454552846	146
-0.08512070367401	2.0793608673776	146
-0.0922157629045	2.4343729565843	146
-0.10062285792891	-0.199665535774674	146
0.06400061214644	0.557551309791855	146
0.09299814885364	2.3445409952256	146
-0.10029452288288	1.48383828221711	146
0.000516783340910099	-0.527089547065813	146
0.0456771617588001	-2.12184418226144	432
0.00531748106240992	-1.22296472366404	141
-0.0241350508165701	-1.31492554152224	141
0.0867928097502799	-1.21133260888756	141
-0.0149065941498101	-2.48470303601352	572
-0.0858256338157399	-1.45159465107369	572
-0.0351013152915001	-1.20710208504472	162
0.07264914666266	-1.90596264829757	162
-0.03334100049984	-2.17572478763584	162
0.0855186160446	1.29297086386993	60
-0.0115560087562301	2.09660889442507	162
-0.00968116946714992	2.19793763540402	162
-0.01131357148982	1.52794881386921	162
0.02831464814203	-1.07487791847075	162
0.08390119117643	-0.623129922425598	162
-0.01981122067485	2.43011762956849	162
0.12263191059404	-2.2417571104858	218
0.07322969552644	-1.62769024623961	218
0.0969774153113101	1.10010494315646	306
-0.0453232694121599	-1.02597267185265	170
0.10432327778203	-1.300895718317	170
-0.0210247267244801	-1.94553496192885	170
0.0917619071232301	-1.45967873240448	170
0.11239968374569	1.35604447372525	76
-0.0249004815160601	1.0867059648172	76
0.11449868335922	-0.335500606839734	845
0.06350574138168	-0.408632896213454	845
0.0563041675251501	1.12504522887066	640
0.1017014867625	-1.56997325481583	38
0.0568529107418001	0.769861688264644	38
0.06018670951267	0.256896441746619	797
-0.0874769303519101	-2.16506527387972	797
0.0860698379210501	0.215371541022108	399
0.01288265103667	1.40798711969779	399
0.00353645115887002	-1.74691429556605	25
0.11968711270485	1.79075190741619	187
0.00376438077654995	-0.776770170468428	187
-0.0814982559372399	2.42915249038422	187
-0.0109221629168099	0.842179723479475	187
0.11687033736071	-1.54666125723375	187
-0.0620685713728499	-0.813895572057433	708
0.01598829348713	0.504024652997366	263
0.0798825823402001	-0.369905764591891	263
-0.0830324808587	0.534671232861079	23
0.07858881082214	-1.14643053620906	751
-0.08521348844327	-2.2155046736118	751
0.0684041846128001	-0.94025519132899	751
0.10565832331378	1.72704719399487	614
0.09168186377767	0.916446041656588	803
0.1225734383043	-0.935851257128714	65
0.00495708202387002	-1.64626358185257	65
0.10161033353978	0.865707228450386	65
