x	y	clickSelects	xmin	xmax	ymin	ymax
25480	24	25500,0	25455	25505	-1	49
25530	24	25550,0	25505	25555	-1	49
25530	74	25550,50	25505	25555	49	99
25580	74	25600,50	25555	25605	49	99
25580	124	25600,100	25555	25605	99	149
25630	124	25650,100	25605	25655	99	149
25630	174	25650,150	25605	25655	149	199
25680	174	25700,150	25655	25705	149	199
25680	224	25700,200	25655	25705	199	249
25730	224	25750,200	25705	25755	199	249
25730	274	25750,250	25705	25755	249	299
25780	274	25800,250	25755	25805	249	299
25780	324	25800,300	25755	25805	299	349
25830	324	25850,300	25805	25855	299	349
25830	374	25850,350	25805	25855	349	399
25880	374	25900,350	25855	25905	349	399
25880	424	25900,400	25855	25905	399	449
25930	424	25950,400	25905	25955	399	449
25930	474	25950,450	25905	25955	449	499
25980	474	26000,450	25955	26005	449	499
25980	524	26000,500	25955	26005	499	549
26030	524	26050,500	26005	26055	499	549
26030	574	26050,550	26005	26055	549	599
26080	574	26100,550	26055	26105	549	599
26080	624	26100,600	26055	26105	599	649
26130	624	26150,600	26105	26155	599	649
26130	674	26150,650	26105	26155	649	699
26180	674	26200,650	26155	26205	649	699
26180	724	26200,700	26155	26205	699	749
26230	724	26250,700	26205	26255	699	749
26230	774	26250,750	26205	26255	749	799
26280	774	26300,750	26255	26305	749	799
26280	824	26300,800	26255	26305	799	849
26330	824	26350,800	26305	26355	799	849
26330	874	26350,850	26305	26355	849	899
26380	874	26400,850	26355	26405	849	899
26380	924	26400,900	26355	26405	899	949
26430	924	26450,900	26405	26455	899	949
26430	974	26450,950	26405	26455	949	999
26480	974	26500,950	26455	26505	949	999
26480	1024	26500,1000	26455	26505	999	1049
26530	1024	26550,1000	26505	26555	999	1049
26530	1074	26550,1050	26505	26555	1049	1099
26580	1074	26600,1050	26555	26605	1049	1099
26580	1124	26600,1100	26555	26605	1099	1149
26630	1124	26650,1100	26605	26655	1099	1149
26630	1174	26650,1150	26605	26655	1149	1199
26680	1174	26700,1150	26655	26705	1149	1199
